value
39128
341920
848
1568
211416
489208
75992
14016
31288
80736
121312
48432
30792
16480
59544
44328
4272
13192
16728
290224
251416
2704
26176
216664
57704
30296
25264
3016
2704
2704
1920
1920
122192
848
20632
47976
32824
17344
22256
3136
1880
72736
14240
2352
784
1568
1568
32408
1568
32504
39856
56192
17776
784
60816
2048
1568
1568
784
11928
28808
1632
47800
784
30496
35440
43976
13600
37832
21032
1136
3488
19200
4272
1136
1136
24576
44304
55064
2704
1136
32792
3144
16144
1568
25272
44440
2544
2352
14944
848
3448
44112
20152
73432
784
3136
11056
16336
8592
14120
19064
11592
2352
42832
91192
4192
1136
1920
1136
39584
1136
2704
37408
1136
848
15088
439360
550432
135832
22832
61464
31424
40176
1936
32168
54304
35864
368504
15216
1992
41456
1136
16712
26240
52072
16368
33968
36624
848
78968
784
46808
51384
14056
28224
26072
784
480
848
784
480
848
528
960
62504
5560
64592
45096
46816
367944
463640
20016
33808
28888
31792
6488
88192
3920
65760
16056
8712
63736
46064
300208
43592
1136
44760
4272
4272
3920
35376
784
25568
39904
1936
12440
1568
63944
848
34264
21856
27784
1568
51840
38912
16096
24232
32112
47376
41320
784
1568
13216
25704
41224
10568
29104
50272
6360
1136
1984
52600
3328
1136
6224
1136
46320
61200
17832
1136
27384
38288
1136
28920
3640
29040
696
856
31600
1936
33008
18352
13616
63464
11808
4008
12032
52040
1984
1136
46576
17992
784
33272
73024
120136
56992
112800
315480
114808
358168
17696
2128
29984
35624
92344
222072
214040
338296
49480
128744
283112
2904
55512
18240
26176
72304
42704
12200
13568
176160
50872
18448
21400
1920
30136
1136
25728
480
784
51080
12992
19720
12568
57272
40208
44408
784
136120
138432
52272
16224
784
50392
202376
68984
12840
101008
40800
784
784
142784
30456
30216
32184
15616
31040
1344
32672
49792
960
15440
784
784
32832
1264
45880
20064
3728
22936
37296
784
30496
10864
14296
33704
26544
848
43976
43256
99752
15480
784
99952
6552
1920
1136
1136
31336
33976
45872
18264
16456
26608
480
25304
26560
20576
11920
12336
55248
15488
30024
23568
784
30768
10248
31784
1136
1136
1136
17608
29112
1136
16472
1136
63912
60744
16416
37664
34440
11168
37576
63608
1136
41368
1136
1136
21640
40408
1136
14392
26032
20008
52800
62880
15560
848
23944
21456
39672
4008
2400
29520
1136
1136
44464
21264
12832
10512
31416
14304
28000
4008
1136
1136
65584
45704
15560
24904
24552
480
784
85552
43104
16304
4008
1136
1136
1136
11864
53296
18936
1136
1136
15480
24424
848
16464
1264
34760
14392
19040
18640
4008
1136
41968
104896
35776
134824
15568
41072
10968
8064
288240
50976
784
4008
20552
1136
117192
27152
67096
28864
50328
15272
54256
16200
26000
7136
18424
23536
848
31056
1136
1920
1136
25952
10976
10736
29680
40624
26200
10120
16368
39880
16960
43568
16448
28216
4008
43208
1136
1136
1984
81952
44872
784
47552
26384
14320
241952
457704
584704
460560
22792
84368
659280
134888
23600
17408
4424
32296
22224
26904
159456
602728
1848
1568
11592
46688
44976
25648
40912
784
111280
108544
15880
30136
193352
30176
5136
69320
11696
55928
66832
4008
41432
1664
1920
13840
31624
23816
16408
784
24640
784
848
27600
1264
14312
53912
784
10768
70088
42648
784
48072
23472
784
33952
75408
784
17016
34888
1136
1920
1136
1984
97520
1136
52328
1568
784
44792
784
10128
28656
696
784
856
11176
22056
26016
784
2624
15464
1568
784
34848
2544
25064
784
17040
5576
17576
6224
1136
20088
29704
12664
1920
1136
17848
2704
1136
1136
33464
10784
784
32056
14392
848
81280
14400
18176
4008
67576
1136
1136
1136
4776
1136
42672
121320
480
784
149296
14416
26208
480
203384
102056
848
29160
1824
17560
58160
1136
1136
90920
26080
22440
22432
19168
12104
10936
49216
57496
18440
64656
4856
85640
19288
16696
43640
11032
52264
20072
60264
784
59360
14320
24312
480
12352
8512
10720
27768
26280
100800
1136
1136
1136
1136
50512
1136
1136
34936
28864
17480
34352
30096
480
784
15432
43384
15544
480
26032
39824
41728
848
26784
32688
11848
1136
1136
32056
8032
1136
33456
18592
1136
1136
1136
1136
54992
70976
44312
480
21152
17496
38768
28712
1848
38624
21664
38416
22648
1136
1136
12072
1136
119440
1136
1136
1136
29720
480
65480
44032
44240
17312
130856
9272
35352
14416
4792
25848
18352
31680
1136
1136
1136
55656
1136
29480
15976
9272
62120
42608
19336
23168
18176
58624
48600
67432
784
960
37544
34376
127584
15496
21488
1136
41880
1136
1136
11680
34080
1136
1984
24096
34792
39232
41536
784
88536
10800
4008
27368
1136
33104
1136
22872
1616
29800
35728
42448
848
67344
11712
29736
14320
28816
56432
8432
25160
900160
816568
428840
115456
30344
34808
1568
11480
13872
20296
36352
1136
1136
2768
493312
711096
33632
24736
114384
31544
22664
1136
1136
69208
35904
50664
1136
161640
105888
18736
11784
14592
32112
341752
5056
1568
47128
30248
10704
14392
16464
37848
2352
3984
14320
111560
37568
37368
4008
1136
29912
24024
1136
9584
128696
1136
25864
15456
16048
4704
65320
10704
480
58408
7336
11824
12064
34712
42496
4008
1136
28320
1920
1136
73584
1136
5056
52352
1136
1136
1136
1136
1136
1136
16608
1136
62888
12472
26240
10736
784
19120
69560
40360
11024
11160
46808
323640
420600
130272
13200
19416
28896
91664
18304
35288
56552
26400
13168
117552
5088
207800
58384
30736
1616
54392
1136
11624
28904
36664
1136
22416
1136
784
45880
18416
48680
11096
28448
45536
126880
11464
17512
24872
44328
32768
27416
28376
96424
105592
31352
36688
784
137536
19592
49288
27008
4008
30896
1136
37776
1136
34104
12312
1136
1136
17592
1136
79920
2272
1616
1136
37792
1136
34552
1136
19792
848
784
11360
102784
33000
1880
64912
25216
4008
1136
89784
13152
1136
1136
1136
44392
23048
15624
10736
22184
15568
62544
784
47280
39232
19912
29848
20496
31952
42336
21176
22248
28016
21064
32864
39160
1136
1136
1136
1136
59288
57792
12280
1984
3016
20544
32008
41728
976
55624
10520
42640
38200
15520
41720
40832
38088
23024
1136
120304
1136
1136
1136
1136
13224
1136
47512
1136
40704
11104
36328
5200
3640
5272
41944
1136
1136
17576
1136
31808
1984
1136
32664
18296
5224
49088
33976
9464
1136
1616
166112
139128
22392
23512
221736
859040
784
12512
69128
30736
247576
271216
13408
76064
545544
34672
13416
182400
65296
171928
38776
1024
14104
32040
73160
30152
54616
35832
74008
14944
33296
1136
1136
1136
86160
5136
1136
1136
2704
27600
1136
58392
45328
4048
40400
28824
20584
23064
34960
1976
30304
17544
58136
37552
50616
30408
784
14280
96184
47280
99168
59784
105112
213200
160736
102816
508624
42688
107240
319304
14416
87240
1568
66672
18784
10920
43264
122304
74808
1136
74432
262160
57856
55712
1136
51576
1136
50384
97320
1064
54920
42680
79376
1568
12160
848
50744
118400
1568
41360
1568
29792
16464
5088
15584
48736
21024
29344
44336
105592
1920
1136
58544
1136
1136
1136
65776
1136
1136
1136
30928
848
66496
1568
31240
71232
45016
15424
220512
504992
224984
352424
31208
39968
48504
14000
17112
1136
1136
31472
22672
40952
104352
63832
179320
1568
23040
28656
15424
28016
960
72048
187632
27120
6336
5872
43528
15696
17504
31784
57088
848
4008
1136
1136
26368
11832
1136
1136
1136
189464
16200
45040
15104
13120
95336
86960
24984
480
34952
16272
256928
26024
43752
1136
1136
1136
21296
1136
42864
38528
1136
1136
1136
12248
1136
44648
15600
1920
17408
16448
24464
69880
13688
4632
77368
29248
10904
3688
168632
454488
948760
390992
33280
1016
29792
75416
435920
50832
69256
1008
31248
82608
692696
178472
1568
150208
65376
59168
1136
1136
48560
43432
3120
1616
2704
96880
33648
225864
10648
1008
430168
27624
136736
48776
127696
306144
526808
459528
1792
29712
74824
22656
39976
21952
13888
48952
60824
25728
35272
27080
58080
36576
19328
28144
1920
304552
29288
1136
1984
1136
1136
85360
46816
1568
53656
23088
26704
18568
45864
24072
38640
10864
315792
45576
54872
21384
1136
1136
173392
53384
1920
391744
1041712
108632
66872
1072544
27976
19136
54944
52256
26080
18440
43784
52648
90968
13696
784
94096
31768
39392
784
784
31848
138824
26184
413816
369152
427848
159728
76728
228704
263872
118192
48104
34520
131904
11208
39232
63600
23856
210824
208872
42288
54912
22720
231240
784
30272
22720
116840
185992
14088
30288
22728
237656
1568
58360
29264
23744
261208
65008
784
34168
56800
54048
297368
17544
53016
235552
18608
67616
15408
82248
253136
60544
784
31288
2544
247840
61680
1136
36584
53528
257016
6144
30600
29016
30272
275472
269552
18296
31288
278280
31616
5088
30272
270704
103392
29056
23224
33216
271408
59304
784
30272
300616
96632
11336
30272
271744
13016
30848
29024
30288
261960
19120
3016
35616
30288
255488
30528
30288
221680
41840
30016
30288
230152
54960
3640
784
30288
251024
101648
1880
11752
31272
237176
22720
29048
848
29768
84504
260176
11896
16872
201608
127736
4008
1136
1136
195904
59048
65176
226520
97760
784
271672
38992
265488
33216
51320
44856
304720
148344
27592
30344
277304
23688
27128
30288
213008
16272
62696
30288
218928
125696
38328
1840
93096
52080
21184
23632
16768
1840
25008
5080
40768
38984
17120
1632
17704
920
3112
5096
13400
2192
16400
23144
54576
2400
4560
11264
4576
2816
2400
5632
2816
4224
2816
1408
3280
7040
4224
1408
1408
3280
2816
2816
2816
5632
2816
1872
4032
2688
1344
2752
1408
2688
2688
1344
14016
126720
5504
960
136416
3824
4008
88200
1667856
1376064
254776
864368
1335968
1178096
1289344
1092216
666608
970640
1259528
1201144
1096136
958792
784656
30040
23400
107736
462360
462864
59896
256712
11160
224592
862776
66072
5520
8472
18568
645064
439752
427216
235848
610096
487496
380856
24520
413016
187464
361528
250312
91352
295872
62424
32280
205952
29176
25032
112752
671624
1502840
554864
17640
70760
51976
200032
24064
124896
27224
16592
215480
109480
49784
91016
190384
23104
10872
88664
33456
205448
45928
35152
106408
45016
209656
23104
19504
31064
21688
217240
34632
784
86288
18760
140888
34408
11288
28888
18320
124520
23896
11696
65720
39512
206712
42680
15936
51800
286536
22880
2760
52784
91096
272704
1136
25208
57232
22312
259840
21952
23112
25448
45048
229816
23112
26024
17384
231176
17216
26160
63792
42656
231040
37248
34168
34184
251568
35576
22224
40016
56704
181064
22384
83344
39216
166288
21432
45872
190064
25440
30176
16736
232776
68592
20424
44384
84640
202936
24280
31312
213536
28888
48296
159608
81856
14096
47688
25528
82024
1984
1136
22400
31784
228400
7776
31616
14352
225512
51600
46744
211064
3752
39280
59312
186624
10784
52280
96680
145904
49648
20392
128568
3640
12176
69920
42632
69264
4008
11192
33712
16584
132728
7528
48584
69048
80688
15888
85624
90328
27936
72496
117704
121920
92520
10776
21440
112680
26792
72672
36872
77992
61416
109368
28656
10072
15872
58160
77176
1136
26920
46408
238408
30040
71120
223728
27488
21440
337912
45392
848
10176
35800
293816
39168
50560
281776
1136
1136
17016
67552
192744
38768
6048
39760
236488
39704
10048
28448
61248
191336
25256
247384
27888
69048
15456
176760
29104
139904
46216
56648
176464
58096
41720
219552
1136
784
65208
277152
35720
321440
15416
61160
11312
46208
285032
56632
3728
29184
281248
22384
16072
49264
216416
21432
87784
293320
85656
12976
23232
82672
224144
35168
322400
62224
21384
9152
19368
312864
22568
48416
40936
289288
53792
42200
15888
32888
257128
22400
21272
294432
51352
27080
29480
50472
205832
21440
222280
80016
4008
6224
21696
170048
31224
1976
28160
145760
41088
41208
17872
31864
212176
88680
21440
11824
154672
65376
71024
49520
205632
42816
22576
1136
114240
31776
45464
16288
60720
390528
22400
29120
175344
30824
83840
50848
42256
179352
10800
22384
3936
185096
56712
68448
32496
91328
188552
22384
11816
205840
37696
30504
26992
26272
171288
21432
64568
127336
42976
38744
32400
141312
1136
1984
33992
73392
81888
53808
29880
21432
48848
72032
10992
23384
72200
54920
26512
74832
78984
45472
41936
81864
30808
10544
37320
31656
81544
24792
38328
137752
58952
44920
35200
75848
252224
4800
1136
1136
22568
233952
30808
5080
69568
286256
11000
51504
277576
16920
40032
17840
53584
280808
480
35704
257344
50304
40872
27920
74144
274152
86336
50456
1136
21440
287784
960
5088
40888
310688
52048
102184
322408
82528
16808
76960
301656
54488
810056
250024
494312
198968
156528
522688
80248
48488
334944
31800
37000
61080
267056
13272
22224
136432
20632
244352
54240
16912
1568
262400
37696
66928
17016
15488
241800
68000
163552
238632
232312
51016
29408
14520
93480
116368
89760
17384
2352
205384
182608
21424
43136
42704
20520
142136
65472
22280
24688
11944
147752
21424
30688
38896
15360
108928
98696
40632
13544
269440
22880
65456
480
20552
285528
118504
40968
848
2352
285600
21088
22432
5080
23440
237048
66312
22376
1568
292592
1552
24400
24088
15448
251584
30800
124224
31200
1568
220344
86480
11320
22344
314040
92712
70384
89320
265680
5816
45800
7176
58752
238960
30816
241768
225232
42272
45776
14360
258848
42648
25312
279256
84216
952
24552
244840
55944
67064
23176
12160
220120
25672
10072
40728
27160
254032
32664
30080
38416
241336
44064
49456
16472
176216
21472
32880
21424
189312
78088
59888
21424
24544
107192
34928
107152
25216
55736
25816
27472
28400
19416
56696
51904
21424
3640
105184
31000
49672
15440
112904
59008
22376
169032
25328
952
41848
166208
22992
93504
38968
25432
137728
1136
784
5072
43928
148360
81624
30800
29552
235272
45824
17720
62536
264992
128880
51728
24048
21424
280736
2544
28280
15184
42952
225272
64064
121632
66168
24400
208904
23088
33032
42760
484880
19352
30800
4008
1136
2224
73896
2976
1144
784
480
984
1248
119504
480
784
848
4016
6336
1136
34096
280432
10168
240032
325272
641536
1123336
358632
616608
307296
733496
163488
407920
54416
98520
118728
390024
116744
37240
58128
400744
52808
398736
85704
30224
51296
206008
1227120
666472
259800
32832
46600
32920
13072
95920
50088
230152
33192
63272
2832
13696
47584
78384
1840312
331216
268600
1101704
474128
66512
113144
84968
51104
182664
17392
13760
166464
99920
261976
14176
37240
128112
45680
30104
784
20088
113960
75184
2352
3136
784
97328
57568
48040
5576
1920
102696
110904
784
34248
70264
261784
19640
1568
3920
367120
1568
7304
92384
226680
98832
3424
38512
102208
260872
784
2352
2352
97840
203088
16896
3928
1568
100824
334392
784
2352
2352
102768
300040
52648
6272
3512
105280
302160
784
7440
7936
115096
295528
19760
18144
21200
88000
261096
1008
784
20232
104472
208704
50192
784
6656
116200
295520
26344
1568
110392
172032
44488
784
1568
88840
310560
27712
1136
2704
114224
255056
41632
20168
127600
189304
29256
1568
2544
109056
118784
44640
76248
190032
23760
45176
3640
111512
73304
43672
3136
1936
288056
56672
88720
192232
112240
205544
42840
20392
114216
129440
53640
243888
96760
109072
44696
1136
1136
101808
82632
100744
59120
106656
18112
23760
96808
61448
64968
23760
84496
110376
76784
19720
25648
94624
86328
100128
42176
23760
99664
54024
18232
24896
109352
55472
31616
27512
89280
166248
17096
80576
76920
134320
85824
25808
121992
150352
16920
24728
18744
120168
126512
30832
23760
124888
59688
17072
28480
64120
113800
31592
33608
24240
99360
528
16904
23760
101240
4016
56384
31464
24896
99312
30640
17080
43520
93520
41360
848
24712
65912
262072
16920
23760
157928
275736
29880
784
23760
108400
211096
17096
23768
90984
165264
75312
32048
26096
103552
168808
16920
41552
104504
85832
30848
23768
103416
112968
19096
23760
95824
176456
31784
24544
87200
167392
18232
1136
24896
108376
141984
53816
53072
110360
166800
18408
39360
89904
207904
30824
10536
106944
110912
17096
103016
106216
59512
1960
784
113784
155536
16928
117784
114840
22984
30832
28352
114776
110032
47736
480
16608
100176
114912
30832
141792
119704
16936
848
97512
162352
31608
32784
91320
233024
17104
91560
211728
65128
103272
4008
150952
151816
48704
18736
134224
164840
81608
42312
95176
129248
278384
45024
17376
480
66880
355384
241272
30832
107592
264120
20944
1136
1136
106600
199752
1136
54944
1136
130272
156424
50800
1136
17896
82528
163736
30832
62896
248832
17120
99384
242664
47856
32776
106640
245832
21720
1136
1136
110320
179192
54848
89256
205688
104664
16768
91072
184144
4008
43456
30328
108392
172352
17936
102272
130168
30648
35336
64952
191640
17896
113280
157424
26720
125088
134792
79488
72280
4008
18920
110760
173568
54088
74176
123904
165072
41832
109600
172192
55856
30848
93976
74744
40704
784
44480
151712
23768
64064
47016
110376
178304
73456
16776
97384
217376
23768
30848
4008
110576
191368
42976
1136
82424
209192
54416
30800
1008
96432
356376
118504
1632
91032
402024
24712
24960
29880
80504
340016
100808
25032
16760
51376
317760
22752
1960
30832
386720
16928
24776
102752
257392
30640
41016
29888
108480
384072
18736
24912
1136
103352
330184
36264
46704
44312
96064
387352
87416
23760
16760
111408
247208
26688
30832
101600
130664
17112
24776
44672
176168
32552
23760
30832
102696
165944
20944
25848
1136
118528
173792
848
23760
55664
104816
191584
47752
50968
16608
104624
223024
23040
32752
76472
194152
16928
21016
107616
23064
29568
21968
29760
122808
27960
17176
22152
97264
143552
83096
126888
64696
46576
32992
38552
85272
84560
50776
120024
108872
15832
21016
41688
228344
29568
4008
53816
75704
252008
18112
21016
114184
167960
784
73200
106696
139072
45424
848
64808
82360
174680
52704
115416
199912
16032
21968
112592
157816
71832
81256
50776
103696
194992
15848
21016
68688
303568
30384
116936
85032
61048
277888
46736
1136
66072
89984
362768
202160
48816
109280
419816
15856
88976
260312
29576
30736
76272
165872
17008
125544
143752
4792
52832
101664
270944
45432
42960
88944
272424
848
31688
193480
260224
16120
363576
1982296
278712
608768
64168
43808
148944
225984
16024
13768
17144
193896
182464
177344
337432
127704
186056
76256
1960
18168
141352
217056
1136
59120
1136
168016
248944
18000
138808
193200
59936
9752
119872
236528
16976
1136
27464
122528
152920
1136
38200
24952
134400
167216
17168
31656
94768
204760
35144
1136
200744
193080
15856
16680
168600
234920
45992
29568
480
480
784
848
784
2112
480
2400
4032
4032
5376
5632
5632
5632
7040
4224
1408
3280
4032
4032
4032
6624
7040
8448
5632
2816
1872
7040
5632
9856
4224
1408
4688
7040
4224
5632
5632
4224
1408
1872
4032
5376
1344
1408
9328
5632
2816
2816
2816
3280
2688
4032
2928
77088
13200
9152
80944
48304
1920
100400
60400
4016
1136
1136
17200
16336
20760
28664
797776
858328
165376
46384
131520
86104
63672
61768
1127368
816160
238040
1001248
954384
45048
74648
474072
292240
350720
911816
364136
490016
476872
49696
651760
131096
523000
284992
31576
37088
2048
616128
203600
56200
43272
27144
629928
108464
41008
25376
1568
593792
178696
73992
25304
539768
181312
42576
59832
28816
593152
111344
66440
29432
6336
633312
74000
73008
29264
594872
103720
41008
26896
27928
585720
160600
42576
55528
8264
580640
204504
80360
25272
618072
128808
41232
55936
27528
504568
221752
41280
49584
644648
396192
72712
30760
848
551104
555776
22856
54592
29064
660096
515768
71936
47712
641640
248400
52704
45784
652896
229056
68472
36856
588720
298016
27816
90432
5088
554640
200616
29040
68264
575064
296648
848
70920
28584
565392
217344
2232
69176
651216
171464
90376
72584
633976
255024
71648
27976
520440
241448
121928
603664
208464
29824
70344
8240
684312
192472
107128
27184
618856
157288
14904
67736
581056
298080
31336
76648
21808
436672
335320
1880
53896
48440
580136
193536
86024
47576
553400
155928
29960
29248
42176
498456
431896
25280
69600
507272
110088
2728
26272
48456
527752
58896
62632
47144
586184
194792
25072
28976
72720
535288
402320
26048
52304
72616
519440
137912
55280
29040
41792
490064
256368
27424
4792
72344
590464
686224
26952
26440
41792
543992
868408
55672
68792
440808
439944
25032
26080
76392
526560
388376
50016
24568
27488
571808
328424
58736
26320
784
477888
409568
25032
27152
603032
528344
25032
26104
396784
847520
56456
8016
28576
692512
681912
25032
26608
34032
406272
828728
57776
2608
26704
558480
348920
32568
27488
8416
628000
316288
3640
36784
31408
567192
231096
28696
310960
617984
29744
3640
748016
298216
1096
27216
26504
419968
481912
37240
11632
1840
684384
351384
84184
33704
2096
676976
89104
26624
10584
28864
470968
43736
24976
40664
7632
572128
278168
28408
27096
7728
591160
44032
53560
28728
430504
169232
27584
562896
71800
85456
645360
155336
28240
26032
31672
568984
348864
51760
590336
248608
24584
55896
413592
148752
28464
615112
1373704
527000
384256
64352
95160
98784
849824
436184
20448
82720
344240
344400
44016
51440
495800
175680
80656
55592
1136
469288
266888
268272
407200
112160
659912
741744
103728
235016
365344
1161632
961040
802944
1179576
1131312
1853048
2410960
1238168
396040
7632
656128
437784
45712
79624
784
791488
218592
21232
74384
508904
122472
30088
96712
602208
259744
27520
96496
546584
521568
26592
69768
1856
551416
472920
132112
625768
230728
47848
97504
540144
155088
73504
40768
571736
233016
32920
71480
78448
590816
396944
124720
26856
644536
194128
26912
23336
45424
525176
301224
74080
66688
688208
99808
83472
48136
50032
619056
